bet_id,method,placed_ts,bankroll_before,planned_stake,executed_stake,pnl,result,skip_reason,bankroll_after,league,market,strategy,equity_peak,drawdown
B000327,fixed,2024-11-28 04:30:00,3175.0,100.0,100.0,-100.0,loss,,3075.0,Bundesliga,DNB_HOME,Quant_Value,10120.0,-0.6961462450592886
B000329,fixed,2024-11-28 08:30:00,3075.0,100.0,100.0,-100.0,loss,,2975.0,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10120.0,-0.7060276679841897
B000328,fixed,2024-11-28 09:30:00,2975.0,100.0,100.0,-100.0,loss,,2875.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.7159090909090908
B000330,fixed,2024-11-30 09:30:00,2875.0,100.0,100.0,36.0,win,,2911.0,Bundesliga,BTTS_YES,Quant_Value,10120.0,-0.7123517786561264
B000331,fixed,2024-12-07 00:30:00,2911.0,100.0,100.0,16.0,win,,2927.0,Bundesliga,MONEYLINE_HOME,Quant_Value,10120.0,-0.7107707509881422
B000333,fixed,2024-12-07 02:30:00,2927.0,100.0,100.0,104.0,win,,3031.0,Bundesliga,OVER_2_5,Quant_Value,10120.0,-0.7004940711462451
B000332,fixed,2024-12-07 09:30:00,3031.0,100.0,100.0,0.0,push,,3031.0,Bundesliga,DNB_HOME,Aggressive_Momentum,10120.0,-0.7004940711462451
B000334,fixed,2024-12-10 03:30:00,3031.0,100.0,100.0,98.0,win,,3129.0,Bundesliga,MONEYLINE_HOME,League_Specialist,10120.0,-0.6908102766798419
B000004,percentage,2024-08-13 16:00:00,10000.0,150.0,150.0,49.5,win,,10049.5,Premier League,DNB_HOME,League_Specialist,10049.5,0.0
B000006,percentage,2024-08-14 10:30:00,10049.5,150.74,150.74,-150.74,loss,,9898.76,Premier League,DNB_HOME,Quant_Value,10049.5,-0.014999751231404512
B000002,percentage,2024-08-14 20:00:00,9898.76,148.48,148.48,31.18,win,,9929.94,La Liga,BTTS_YES,Aggressive_Momentum,10049.5,-0.01189710930892074
B000005,percentage,2024-08-14 21:00:00,9929.94,148.95,148.95,53.62,win,,9983.56,Premier League,DNB_HOME,Aggressive_Momentum,10049.5,-0.0065615204736554356
B000017,percentage,2024-08-15 02:00:00,9983.56,149.75,149.75,122.8,win,,10106.36,Premier League,OVER_2_5,League_Specialist,10106.36,0.0
B000015,percentage,2024-08-15 03:30:00,10106.36,151.6,151.6,72.77,win,,10179.13,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,0.0
B000010,percentage,2024-08-15 11:00:00,10179.13,152.69,152.69,-152.69,loss,,10026.44,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.015000299632679681
B000022,percentage,2024-08-15 12:30:00,10026.44,150.4,150.4,-150.4,loss,,9876.04,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.029775629154947247
B000009,percentage,2024-08-15 14:00:00,9876.04,148.14,148.14,0.0,push,,9876.04,Premier League,DNB_HOME,Quant_Value,10179.13,-0.029775629154947247
B000019,percentage,2024-08-15 19:30:00,9876.04,148.14,148.14,44.44,win,,9920.48,Serie A,BTTS_YES,Aggressive_Momentum,10179.13,-0.025409833649830516
B000014,percentage,2024-08-15 22:45:00,9920.48,148.81,148.81,-148.81,loss,,9771.67,Serie A,MONEYLINE_HOME,League_Specialist,10179.13,-0.04002896121770716
B000020,percentage,2024-08-16 02:45:00,9771.67,146.58,146.58,-146.58,loss,,9625.09,Serie A,OVER_2_5,Quant_Value,10179.13,-0.05442901308854475
B000001,percentage,2024-08-16 04:00:00,9625.09,144.38,144.38,103.95,win,,9729.04,La Liga,MONEYLINE_HOME,Quant_Value,10179.13,-0.04421694191939762
B000003,percentage,2024-08-16 04:00:00,9729.04,145.94,145.94,116.75,win,,9845.79,Premier League,MONEYLINE_HOME,Quant_Value,10179.13,-0.0327473958972917
B000021,percentage,2024-08-16 04:45:00,9845.79,147.69,147.69,-147.69,loss,,9698.1,Serie A,OVER_2_5,League_Specialist,10179.13,-0.04725649441553437
B000023,percentage,2024-08-16 06:00:00,9698.1,145.47,145.47,-145.47,loss,,9552.63,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.06154749963896722
B000013,percentage,2024-08-16 11:45:00,9552.63,143.29,143.29,0.0,push,,9552.63,Serie A,DNB_HOME,Quant_Value,10179.13,-0.06154749963896722
B000012,percentage,2024-08-16 15:30:00,9552.63,143.29,143.29,0.0,push,,9552.63,Serie A,DNB_HOME,Quant_Value,10179.13,-0.06154749963896722
B000008,percentage,2024-08-16 18:00:00,9552.63,143.29,143.29,-143.29,loss,,9409.34,Premier League,OVER_2_5,League_Specialist,10179.13,-0.07562434117650518
B000011,percentage,2024-08-17 02:30:00,9409.34,141.14,141.14,129.85,win,,9539.19,Premier League,OVER_2_5,League_Specialist,10179.13,-0.06286784823457392
B000007,percentage,2024-08-17 06:00:00,9539.19,143.09,143.09,65.82,win,,9605.01,Premier League,MONEYLINE_HOME,Quant_Value,10179.13,-0.05640167676412411
B000024,percentage,2024-08-17 09:30:00,9605.01,144.08,144.08,-144.08,loss,,9460.93,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.07055612807774325
B000016,percentage,2024-08-17 11:00:00,9460.93,141.91,141.91,36.9,win,,9497.83,Premier League,DNB_HOME,Quant_Value,10179.13,-0.06693106385319758
B000018,percentage,2024-08-17 14:30:00,9497.83,142.47,142.47,-142.47,loss,,9355.36,Premier League,MONEYLINE_HOME,League_Specialist,10179.13,-0.08092734840796789
B000033,percentage,2024-08-21 05:00:00,9355.36,140.33,140.33,108.05,win,,9463.41,Premier League,OVER_2_5,League_Specialist,10179.13,-0.07031249232498249
B000027,percentage,2024-08-21 15:00:00,9463.41,141.95,141.95,66.72,win,,9530.13,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.06375790465393405
B000032,percentage,2024-08-21 19:30:00,9530.13,142.95,142.95,-142.95,loss,,9387.18,Bundesliga,OVER_2_5,Aggressive_Momentum,10179.13,-0.07780134451569032
B000039,percentage,2024-08-21 22:30:00,9387.18,140.81,140.81,-140.81,loss,,9246.37,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.09163455030046752
B000043,percentage,2024-08-22 07:30:00,9246.37,138.7,138.7,55.48,win,,9301.85,La Liga,DNB_HOME,League_Specialist,10179.13,-0.08618418273467365
B000030,percentage,2024-08-22 10:30:00,9301.85,139.53,139.53,90.69,win,,9392.54,Bundesliga,OVER_2_5,League_Specialist,10179.13,-0.0772747769210137
B000031,percentage,2024-08-22 13:30:00,9392.54,140.89,140.89,50.72,win,,9443.26,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.07229203281616392
B000038,percentage,2024-08-22 14:30:00,9443.26,141.65,141.65,-141.65,loss,,9301.61,Bundesliga,DNB_HOME,Quant_Value,10179.13,-0.08620776038816669
B000028,percentage,2024-08-22 15:30:00,9301.61,139.52,139.52,-139.52,loss,,9162.09,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.09991423628541918
B000040,percentage,2024-08-22 20:15:00,9162.09,137.43,137.43,0.0,push,,9162.09,La Liga,DNB_HOME,Quant_Value,10179.13,-0.09991423628541918
B000026,percentage,2024-08-22 21:00:00,9162.09,137.43,137.43,89.33,win,,9251.42,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.09113843717488623
B000025,percentage,2024-08-22 22:00:00,9251.42,138.77,138.77,36.08,win,,9287.5,La Liga,DNB_HOME,Quant_Value,10179.13,-0.0875939299331081
B000041,percentage,2024-08-22 23:15:00,9287.5,139.31,139.31,-139.31,loss,,9148.19,La Liga,OVER_2_5,Aggressive_Momentum,10179.13,-0.10127977538355426
B000034,percentage,2024-08-23 15:00:00,9148.19,137.22,137.22,45.28,win,,9193.47,Premier League,BTTS_YES,Quant_Value,10179.13,-0.09683145809121207
B000042,percentage,2024-08-23 23:30:00,9193.47,137.9,137.9,133.76,win,,9327.23,La Liga,OVER_2_5,Quant_Value,10179.13,-0.08369084587779108
B000035,percentage,2024-08-24 02:00:00,9327.23,139.91,139.91,43.37,win,,9370.6,Premier League,BTTS_YES,League_Specialist,10179.13,-0.07943016741116371
B000029,percentage,2024-08-24 02:30:00,9370.6,140.56,140.56,29.52,win,,9400.12,Premier League,BTTS_YES,Quant_Value,10179.13,-0.07653011603152715
B000045,percentage,2024-08-24 02:45:00,9400.12,141.0,141.0,-141.0,loss,,9259.12,Serie A,DNB_HOME,Quant_Value,10179.13,-0.090381987458653
B000036,percentage,2024-08-24 03:30:00,9259.12,138.89,138.89,-138.89,loss,,9120.23,Bundesliga,OVER_2_5,League_Specialist,10179.13,-0.1040265720154866
B000050,percentage,2024-08-24 20:00:00,9120.23,136.8,136.8,73.87,win,,9194.1,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.09676956675079296
B000037,percentage,2024-08-25 03:00:00,9194.1,137.91,137.91,24.82,win,,9218.92,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.09433124441872731
B000044,percentage,2024-08-26 09:30:00,9218.92,138.28,138.28,0.0,push,,9218.92,Serie A,DNB_HOME,Aggressive_Momentum,10179.13,-0.09433124441872731
B000046,percentage,2024-08-26 09:30:00,9218.92,138.28,138.28,40.1,win,,9259.02,La Liga,DNB_HOME,Quant_Value,10179.13,-0.09039181148094177
B000054,percentage,2024-08-26 10:30:00,9259.02,138.89,138.89,-138.89,loss,,9120.13,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.10403639603777537
B000055,percentage,2024-08-26 12:30:00,9120.13,136.8,136.8,-136.8,loss,,8983.33,La Liga,OVER_2_5,League_Specialist,10179.13,-0.11747565852877406
B000056,percentage,2024-08-26 13:30:00,8983.33,134.75,134.75,-134.75,loss,,8848.58,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.13071352856285356
B000048,percentage,2024-08-26 19:00:00,8848.58,132.73,132.73,-132.73,loss,,8715.85,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.14375295334670046
B000060,percentage,2024-08-26 23:30:00,8715.85,130.74,130.74,108.51,win,,8824.36,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.13309290676118668
B000053,percentage,2024-08-27 00:30:00,8824.36,132.37,132.37,-132.37,loss,,8691.99,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.1460969650647943
B000047,percentage,2024-08-27 01:00:00,8691.99,130.38,130.38,-130.38,loss,,8561.61,La Liga,MONEYLINE_HOME,Quant_Value,10179.13,-0.1589055253248557
B000052,percentage,2024-08-27 02:30:00,8561.61,128.42,128.42,136.13,win,,8697.74,La Liga,OVER_2_5,Quant_Value,10179.13,-0.1455320837831916
B000059,percentage,2024-08-27 08:30:00,8697.74,130.47,130.47,-130.47,loss,,8567.27,Bundesliga,BTTS_YES,Quant_Value,10179.13,-0.15834948566331297
B000051,percentage,2024-08-27 09:00:00,8567.27,128.51,128.51,0.0,push,,8567.27,La Liga,DNB_HOME,League_Specialist,10179.13,-0.15834948566331297
B000063,percentage,2024-08-27 23:30:00,8567.27,128.51,128.51,-128.51,loss,,8438.76,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.17097433670657503
B000064,percentage,2024-08-28 05:30:00,8438.76,126.58,126.58,-126.58,loss,,8312.18,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.18340958411966435
B000049,percentage,2024-08-28 09:00:00,8312.18,124.68,124.68,-124.68,loss,,8187.5,La Liga,OVER_2_5,League_Specialist,10179.13,-0.19565817510926764
B000057,percentage,2024-08-28 15:30:00,8187.5,122.81,122.81,-122.81,loss,,8064.69,Serie A,DNB_HOME,League_Specialist,10179.13,-0.20772305688207138
B000070,percentage,2024-08-28 19:30:00,8064.69,120.97,120.97,6.05,win,,8070.74,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.20712870353360258
B000079,percentage,2024-08-28 23:45:00,8070.74,121.06,121.06,-121.06,loss,,7949.68,Serie A,OVER_2_5,Aggressive_Momentum,10179.13,-0.21902166491635322
B000074,percentage,2024-08-29 03:30:00,7949.68,119.25,119.25,77.51,win,,8027.19,Serie A,OVER_2_5,Aggressive_Momentum,10179.13,-0.21140706524034958
B000058,percentage,2024-08-29 05:30:00,8027.19,120.41,120.41,-120.41,loss,,7906.78,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.22323617047822353
B000080,percentage,2024-08-29 05:30:00,7906.78,118.6,118.6,23.72,win,,7930.5,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.22090591239133395
B000065,percentage,2024-08-29 09:00:00,7930.5,118.96,118.96,-118.96,loss,,7811.54,Premier League,MONEYLINE_HOME,League_Specialist,10179.13,-0.23259256930602124
B000061,percentage,2024-08-29 09:30:00,7811.54,117.17,117.17,-117.17,loss,,7694.37,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.24410337622173994
B000066,percentage,2024-08-29 11:00:00,7694.37,115.42,115.42,69.25,win,,7763.62,La Liga,OVER_2_5,Aggressive_Momentum,10179.13,-0.23730024078678624
B000062,percentage,2024-08-29 21:30:00,7763.62,116.45,116.45,-116.45,loss,,7647.17,Bundesliga,OVER_2_5,Aggressive_Momentum,10179.13,-0.24874031474202607
B000069,percentage,2024-08-29 23:30:00,7647.17,114.71,114.71,17.21,win,,7664.38,La Liga,BTTS_YES,Quant_Value,10179.13,-0.24704960050613356
B000073,percentage,2024-08-30 04:30:00,7664.38,114.97,114.97,-114.97,loss,,7549.41,Serie A,MONEYLINE_HOME,Quant_Value,10179.13,-0.2583442789315
B000067,percentage,2024-08-30 18:30:00,7549.41,113.24,113.24,-113.24,loss,,7436.17,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.2694690017712712
B000076,percentage,2024-08-31 05:30:00,7436.17,111.54,111.54,-111.54,loss,,7324.63,Serie A,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.28042671623213367
B000075,percentage,2024-08-31 09:30:00,7324.63,109.87,109.87,-109.87,loss,,7214.76,Serie A,DNB_HOME,Quant_Value,10179.13,-0.29122036952077435
B000068,percentage,2024-08-31 11:30:00,7214.76,108.22,108.22,86.58,win,,7301.34,Bundesliga,OVER_2_5,Aggressive_Momentum,10179.13,-0.2827147310231817
B000077,percentage,2024-09-01 00:15:00,7301.34,109.52,109.52,-109.52,loss,,7191.82,La Liga,MONEYLINE_HOME,Quant_Value,10179.13,-0.29347400023381165
B000071,percentage,2024-09-01 00:30:00,7191.82,107.88,107.88,38.84,win,,7230.66,Premier League,BTTS_YES,Aggressive_Momentum,10179.13,-0.28965834997686435
B000072,percentage,2024-09-01 06:00:00,7230.66,108.46,108.46,-108.46,loss,,7122.2,Premier League,MONEYLINE_HOME,League_Specialist,10179.13,-0.30031348455123374
B000078,percentage,2024-09-01 07:45:00,7122.2,106.83,106.83,82.26,win,,7204.46,Serie A,MONEYLINE_HOME,Quant_Value,10179.13,-0.2922322438165147
B000096,percentage,2024-09-10 16:15:00,7204.46,108.07,108.07,101.58,win,,7306.04,La Liga,OVER_2_5,Aggressive_Momentum,10179.13,-0.2822530019756109
B000083,percentage,2024-09-10 18:30:00,7306.04,109.59,109.59,-109.59,loss,,7196.45,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.2930191480018429
B000086,percentage,2024-09-11 03:30:00,7196.45,107.95,107.95,-107.95,loss,,7088.5,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.30362418006253966
B000097,percentage,2024-09-11 06:45:00,7088.5,106.33,106.33,5.32,win,,7093.82,Serie A,DNB_HOME,League_Specialist,10179.13,-0.30310154207677864
B000087,percentage,2024-09-11 10:30:00,7093.82,106.41,106.41,-106.41,loss,,6987.41,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.31355528419422873
B000089,percentage,2024-09-11 16:30:00,6987.41,104.81,104.81,90.14,win,,7077.55,Bundesliga,OVER_2_5,Quant_Value,10179.13,-0.3046999105031569
B000088,percentage,2024-09-11 19:30:00,7077.55,106.16,106.16,94.49,win,,7172.04,Bundesliga,OVER_2_5,Aggressive_Momentum,10179.13,-0.2954171918425248
B000109,percentage,2024-09-11 20:30:00,7172.04,107.58,107.58,81.76,win,,7253.8,Bundesliga,OVER_2_5,Quant_Value,10179.13,-0.2873850712192495
B000091,percentage,2024-09-12 02:00:00,7253.8,108.81,108.81,0.0,push,,7253.8,Premier League,DNB_HOME,Quant_Value,10179.13,-0.2873850712192495
B000093,percentage,2024-09-12 03:00:00,7253.8,108.81,108.81,29.38,win,,7283.18,Premier League,BTTS_YES,Quant_Value,10179.13,-0.2844987734708172
B000103,percentage,2024-09-12 03:30:00,7283.18,109.25,109.25,53.53,win,,7336.71,Bundesliga,DNB_HOME,League_Specialist,10179.13,-0.27923997433965375
B000095,percentage,2024-09-12 04:15:00,7336.71,110.05,110.05,90.24,win,,7426.95,La Liga,DNB_HOME,League_Specialist,10179.13,-0.27037477662629317
B000081,percentage,2024-09-12 08:30:00,7426.95,111.4,111.4,56.82,win,,7483.77,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.2647927671618301
B000084,percentage,2024-09-12 10:30:00,7483.77,112.26,112.26,117.87,win,,7601.64,Bundesliga,OVER_2_5,Quant_Value,10179.13,-0.2532131920900901
B000102,percentage,2024-09-12 14:30:00,7601.64,114.02,114.02,109.46,win,,7711.1,Bundesliga,OVER_2_5,Quant_Value,10179.13,-0.2424598172928334
B000110,percentage,2024-09-12 14:30:00,7711.1,115.67,115.67,-115.67,loss,,7595.43,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.25382326387422094
B000092,percentage,2024-09-12 17:00:00,7595.43,113.93,113.93,0.0,push,,7595.43,Premier League,DNB_HOME,League_Specialist,10179.13,-0.25382326387422094
B000094,percentage,2024-09-13 02:00:00,7595.43,113.93,113.93,-113.93,loss,,7481.5,Premier League,MONEYLINE_HOME,League_Specialist,10179.13,-0.2650157724677845
B000105,percentage,2024-09-13 05:15:00,7481.5,112.22,112.22,131.3,win,,7612.8,La Liga,OVER_2_5,League_Specialist,10179.13,-0.2521168312026666
B000100,percentage,2024-09-13 10:00:00,7612.8,114.19,114.19,-114.19,loss,,7498.61,Serie A,BTTS_YES,Quant_Value,10179.13,-0.2633348822541808
B000098,percentage,2024-09-13 11:45:00,7498.61,112.48,112.48,67.49,win,,7566.1,Serie A,OVER_2_5,Aggressive_Momentum,10179.13,-0.25670464961150896
B000085,percentage,2024-09-13 14:30:00,7566.1,113.49,113.49,12.48,win,,7578.58,Bundesliga,BTTS_YES,Aggressive_Momentum,10179.13,-0.25547861162987406
B000099,percentage,2024-09-13 16:00:00,7578.58,113.68,113.68,-113.68,loss,,7464.9,Premier League,DNB_HOME,League_Specialist,10179.13,-0.2666465601677157
B000082,percentage,2024-09-13 23:30:00,7464.9,111.97,111.97,-111.97,loss,,7352.93,Bundesliga,OVER_2_5,League_Specialist,10179.13,-0.27764651792441974
B000106,percentage,2024-09-13 23:30:00,7352.93,110.29,110.29,-110.29,loss,,7242.64,Premier League,MONEYLINE_HOME,Quant_Value,10179.13,-0.2884814321066731
B000104,percentage,2024-09-14 00:15:00,7242.64,108.64,108.64,-108.64,loss,,7134.0,La Liga,DNB_HOME,Quant_Value,10179.13,-0.29915424992116213
B000113,percentage,2024-09-14 02:00:00,7134.0,107.01,107.01,75.98,win,,7209.98,La Liga,OVER_2_5,Aggressive_Momentum,10179.13,-0.29168995778617623
B000090,percentage,2024-09-14 06:30:00,7209.98,108.15,108.15,21.63,win,,7231.61,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.28956502176512133
B000111,percentage,2024-09-14 08:30:00,7231.61,108.47,108.47,-108.47,loss,,7123.14,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.3002211387417195
B000107,percentage,2024-09-14 13:30:00,7123.14,106.85,106.85,-106.85,loss,,7016.29,Premier League,DNB_HOME,League_Specialist,10179.13,-0.3107181065572401
B000101,percentage,2024-09-14 16:00:00,7016.29,105.24,105.24,26.31,win,,7042.6,Serie A,DNB_HOME,Quant_Value,10179.13,-0.30813340629307207
B000108,percentage,2024-09-14 18:30:00,7042.6,105.64,105.64,-105.64,loss,,6936.96,Premier League,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.3185115034388989
B000117,percentage,2024-09-14 23:00:00,6936.96,104.05,104.05,98.85,win,,7035.81,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.30880045740647766
B000112,percentage,2024-09-15 00:00:00,7035.81,105.54,105.54,36.94,win,,7072.75,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.3051714635730165
B000115,percentage,2024-09-15 13:30:00,7072.75,106.09,106.09,94.42,win,,7167.17,Serie A,OVER_2_5,Aggressive_Momentum,10179.13,-0.29589562172798656
B000116,percentage,2024-09-15 23:45:00,7167.17,107.51,107.51,23.65,win,,7190.82,Serie A,MONEYLINE_HOME,League_Specialist,10179.13,-0.29357224045669916
B000114,percentage,2024-09-16 02:30:00,7190.82,107.86,107.86,-107.86,loss,,7082.96,Serie A,DNB_HOME,League_Specialist,10179.13,-0.3041684308973359
B000119,percentage,2024-09-18 05:30:00,7082.96,106.24,106.24,-106.24,loss,,6976.72,Premier League,DNB_HOME,Aggressive_Momentum,10179.13,-0.31460547217689516
B000120,percentage,2024-09-18 09:00:00,6976.72,104.65,104.65,-104.65,loss,,6872.07,Serie A,OVER_2_5,Aggressive_Momentum,10179.13,-0.3248863115020635
B000131,percentage,2024-09-18 10:00:00,6872.07,103.08,103.08,7.22,win,,6879.29,La Liga,DNB_HOME,Aggressive_Momentum,10179.13,-0.3241770170928163
B000132,percentage,2024-09-18 19:30:00,6879.29,103.19,103.19,54.69,win,,6933.98,Serie A,MONEYLINE_HOME,League_Specialist,10179.13,-0.3188042593031035
B000124,percentage,2024-09-18 20:00:00,6933.98,104.01,104.01,-104.01,loss,,6829.97,Premier League,MONEYLINE_HOME,Quant_Value,10179.13,-0.3290222248856237
B000129,percentage,2024-09-18 22:45:00,6829.97,102.45,102.45,86.06,win,,6916.03,Serie A,OVER_2_5,Quant_Value,10179.13,-0.3205676713039326
B000139,percentage,2024-09-18 23:00:00,6916.03,103.74,103.74,18.67,win,,6934.7,La Liga,BTTS_YES,League_Specialist,10179.13,-0.31873352634262453
B000134,percentage,2024-09-19 03:00:00,6934.7,104.02,104.02,28.09,win,,6962.79,Premier League,BTTS_YES,Aggressive_Momentum,10179.13,-0.31597395848171694
B000118,percentage,2024-09-19 10:00:00,6962.79,104.44,104.44,-104.44,loss,,6858.35,La Liga,MONEYLINE_HOME,Quant_Value,10179.13,-0.3262341673600788
B000122,percentage,2024-09-19 15:30:00,6858.35,102.88,102.88,-102.88,loss,,6755.47,Bundesliga,MONEYLINE_HOME,League_Specialist,10179.13,-0.33634112149073636
B000121,percentage,2024-09-19 17:30:00,6755.47,101.33,101.33,0.0,push,,6755.47,Bundesliga,DNB_HOME,Quant_Value,10179.13,-0.33634112149073636
B000126,percentage,2024-09-19 20:00:00,6755.47,101.33,101.33,-101.33,loss,,6654.14,Serie A,MONEYLINE_HOME,Quant_Value,10179.13,-0.34629580327591836
B000125,percentage,2024-09-20 01:00:00,6654.14,99.81,99.81,12.98,win,,6667.12,Premier League,DNB_HOME,Quant_Value,10179.13,-0.3450206451828397
B000130,percentage,2024-09-20 02:45:00,6667.12,100.01,100.01,0.0,push,,6667.12,Serie A,DNB_HOME,Aggressive_Momentum,10179.13,-0.3450206451828397
B000123,percentage,2024-09-20 04:30:00,6667.12,100.01,100.01,0.0,push,,6667.12,Bundesliga,DNB_HOME,Aggressive_Momentum,10179.13,-0.3450206451828397
B000136,percentage,2024-09-20 05:30:00,6667.12,100.01,100.01,-100.01,loss,,6567.11,Bundesliga,OVER_2_5,Quant_Value,10179.13,-0.3548456498738104
B000138,percentage,2024-09-20 12:45:00,6567.11,98.51,98.51,87.67,win,,6654.78,Serie A,OVER_2_5,Quant_Value,10179.13,-0.34623292953327045
B000141,percentage,2024-09-20 14:00:00,6654.78,99.82,99.82,17.97,win,,6672.75,La Liga,BTTS_YES,League_Specialist,10179.13,-0.3444675527279836
B000127,percentage,2024-09-20 18:30:00,6672.75,100.09,100.09,47.04,win,,6719.79,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.3398463326433595
B000128,percentage,2024-09-20 23:30:00,6719.79,100.8,100.8,51.41,win,,6771.2,Bundesliga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.3347958027847173
B000133,percentage,2024-09-21 06:00:00,6771.2,101.57,101.57,34.53,win,,6805.73,Premier League,BTTS_YES,League_Specialist,10179.13,-0.33140356788841485
B000140,percentage,2024-09-21 07:00:00,6805.73,102.09,102.09,5.1,win,,6810.83,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.33090254275168896
B000143,percentage,2024-09-21 11:45:00,6810.83,102.16,102.16,78.67,win,,6889.5,Serie A,OVER_2_5,Quant_Value,10179.13,-0.32317398441713574
B000137,percentage,2024-09-21 12:30:00,6889.5,103.34,103.34,0.0,push,,6889.5,Bundesliga,DNB_HOME,League_Specialist,10179.13,-0.32317398441713574
B000135,percentage,2024-09-22 01:30:00,6889.5,103.34,103.34,19.64,win,,6909.14,La Liga,BTTS_YES,Aggressive_Momentum,10179.13,-0.32124454643962685
B000142,percentage,2024-09-22 12:00:00,6909.14,103.64,103.64,-103.64,loss,,6805.5,La Liga,MONEYLINE_HOME,Quant_Value,10179.13,-0.3314261631396789
B000144,percentage,2024-09-22 20:00:00,6805.5,102.08,102.08,23.48,win,,6828.98,La Liga,MONEYLINE_HOME,League_Specialist,10179.13,-0.32911948270628233
B000147,percentage,2024-09-22 21:00:00,6828.98,102.43,102.43,0.0,push,,6828.98,La Liga,DNB_HOME,Aggressive_Momentum,10179.13,-0.32911948270628233
B000145,percentage,2024-09-23 17:00:00,6828.98,102.43,102.43,-102.43,loss,,6726.55,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.3391822287366405
B000155,percentage,2024-09-24 22:00:00,6726.55,100.9,100.9,-100.9,loss,,6625.65,Premier League,DNB_HOME,Quant_Value,10179.13,-0.34909466722598104
B000146,percentage,2024-09-25 01:00:00,6625.65,99.38,99.38,14.91,win,,6640.56,La Liga,BTTS_YES,Quant_Value,10179.13,-0.34762990550272954
B000149,percentage,2024-09-25 08:00:00,6640.56,99.61,99.61,-99.61,loss,,6540.95,La Liga,MONEYLINE_HOME,Aggressive_Momentum,10179.13,-0.35741561410454525
B000148,percentage,2024-09-25 12:00:00,6540.95,98.11,98.11,27.47,win,,6568.42,La Liga,BTTS_YES,League_Specialist,10179.13,-0.3547169551818279
B000156,percentage,2024-09-25 14:00:00,6568.42,98.53,98.53,-98.53,loss,,6469.89,Premier League,BTTS_YES,Aggressive_Momentum,10179.13,-0.3643965643429251
B000173,percentage,2024-09-25 20:00:00,6469.89,97.05,97.05,-97.05,loss,,6372.84,Serie A,BTTS_YES,Aggressive_Momentum,10179.13,-0.373930777974149
B000168,percentage,2024-09-26 01:00:00,6372.84,95.59,95.59,83.17,win,,6456.01,Premier League,OVER_2_5,Quant_Value,10179.13,-0.3657601386366025
B000170,percentage,2024-09-26 04:30:00,6456.01,96.84,96.84,-96.84,loss,,6359.17,Bundesliga,MONEYLINE_HOME,Quant_Value,10179.13,-0.37527372182102003
B000152,percentage,2024-09-26 05:00:00,6359.17,95.39,95.39,41.97,win,,6401.14,Premier League,MONEYLINE_HOME,Quant_Value,10179.13,-0.37115057966643505
